month,temperature,precipitation,city,vraie city,country,Region,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,daily_budget,travel_type,plage & détente,vie nocturne,nature,culture,ville,aventure,safety_score,safety_label,month_weather_score,spring_score,summer_score,autumn_score,winter_score,best_season,image_url,food_name_1,food_image_1,food_name_2,food_image_2,food_name_3,food_image_3,remote_work_score,internet_quality,coworking_score,monthly_remote_budget,digital_nomad_visa,tax_advantage_note,english_friendly,timezone_score,remote_work_summary,remote_housing_estimate,remote_living_estimate,coworking_monthly_estimate,visa_remote_info,visa_source_name,visa_source_url
11,6.0,45.0,Bucharest,ville,Romania,Bucharest,City,44.4268,26.1025,2000000,Romanian Leu (RON),Romanian Orthodox,"Sarmale, Mici, papanasi",Romanian,Été,Low-medium,"Generally safe for tourists, with usual precautions in busy areas","Romanian capital known for grand boulevards, Belle Époque architecture and the Palace of Parliament.","A lively and affordable capital mixing history, nightlife and urban culture.",70,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1654529046084-a38c42b6920f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWNoYXJlc3R8ZW58MHwwfHx8MTc4MTE4NTgwNnww&ixlib=rb-4.1.0&q=80&w=1090,Sarmale,https://live.staticflickr.com/4150/4833190505_5b6849f5d9_b.jpg,Mici,https://commons.wikimedia.org/wiki/Special:FilePath/Mititei.jpg,papanasi,https://live.staticflickr.com/2019/3534994615_85763a8302_b.jpg,69.0,3.6,4.9,1260,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Bucharest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",500,480,200,"Cadre possible pour travailleurs a distance, conditions a verifier au consulat.",Consulat / autorites roumaines,
12,1.0,40.0,Bucharest,ville,Romania,Bucharest,City,44.4268,26.1025,2000000,Romanian Leu (RON),Romanian Orthodox,"Sarmale, Mici, papanasi",Romanian,Été,Low-medium,"Generally safe for tourists, with usual precautions in busy areas","Romanian capital known for grand boulevards, Belle Époque architecture and the Palace of Parliament.","A lively and affordable capital mixing history, nightlife and urban culture.",70,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1654529046084-a38c42b6920f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWNoYXJlc3R8ZW58MHwwfHx8MTc4MTE4NTgwNnww&ixlib=rb-4.1.0&q=80&w=1091,Sarmale,https://live.staticflickr.com/4150/4833190505_5b6849f5d9_b.jpg,Mici,https://commons.wikimedia.org/wiki/Special:FilePath/Mititei.jpg,papanasi,https://live.staticflickr.com/2019/3534994615_85763a8302_b.jpg,69.0,3.6,4.9,1260,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Bucharest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",500,480,200,"Cadre possible pour travailleurs a distance, conditions a verifier au consulat.",Consulat / autorites roumaines,
1,0.0,35.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1080,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
2,2.0,35.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1081,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
3,7.0,40.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1082,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
4,13.0,45.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1083,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
5,18.0,60.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1084,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
6,22.0,70.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,4,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1085,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
7,24.0,65.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,4,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1086,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
8,23.0,60.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,4,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1087,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
9,18.0,45.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1088,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
10,12.0,40.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1089,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
11,6.0,45.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1090,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
12,1.0,40.0,Budapest,ville,Hungary,Central Hungary,City,47.4979,19.0402,12000000,Hungarian Forint (HUF),Roman Catholic / Protestant,"Goulash, lángos, Chimney cake",Hungarian,Été,Medium,"Generally safe for tourists, with usual precautions in busy areas","Capital on the Danube famous for thermal baths, bridges, Buda Castle and nightlife.","A beautiful and budget-friendly city combining architecture, baths and riverside views.",65,Vie nocturne | Culture | City Break,2,5,2,5,5,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1616432902940-b7a1acbc60b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxCdWRhcGVzdHxlbnwwfDB8fHwxNzgxMTg1ODA2fDA&ixlib=rb-4.1.0&q=80&w=1091,Goulash,https://live.staticflickr.com/8019/7624893908_cd27c32931_b.jpg,lángos,https://upload.wikimedia.org/wikipedia/commons/1/14/Hungarian_L%C3%A1ngos.jpg,Chimney cake,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%BCrt%C5%91skal%C3%A1cs.jpg,69.0,3.6,5.0,1190,White Card a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Budapest ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",470,440,200,"Titre de sejour pour teletravailleurs, conditions a verifier aupres des autorites.",Autorites hongroises,
1,0.0,35.0,Chisinau,ville,Moldova,Chișinău Municipality,City,47.0105,28.8638,500000,Moldovan Leu (MDL),Eastern Orthodox,"Mămăligă, placinte, Moldovan wine",Romanian,Été,Low,"Generally safe for tourists, with usual precautions in busy areas","Moldovan capital known for parks, wine culture and Soviet-era urban heritage.","An affordable capital with green boulevards, wine experiences and a relaxed pace.",55,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1629045951387-6d86eb2aad3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxDaGlzaW5hdXxlbnwwfDB8fHwxNzgxMTg1ODA3fDA&ixlib=rb-4.1.0&q=80&w=1080,Mămăligă,https://live.staticflickr.com/4140/4937446374_8b2fbf7303_b.jpg,placinte,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Placinte.jpg/960px-Placinte.jpg,Moldovan wine,https://commons.wikimedia.org/wiki/Special:FilePath/Moldovan_wine.jpg,63.0,3.2,4.1,1040,Regles de sejour a verifier,Pas de promesse fiscale : rEURsidence et conventions EUR vEURrifier.,3.0,4.2,"Chisinau combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",400,370,190,Verifier les regles de sejour et de travail aupres des autorites officielles.,Source officielle a verifier,
2,2.0,35.0,Chisinau,ville,Moldova,Chișinău Municipality,City,47.0105,28.8638,500000,Moldovan Leu (MDL),Eastern Orthodox,"Mămăligă, placinte, Moldovan wine",Romanian,Été,Low,"Generally safe for tourists, with usual precautions in busy areas","Moldovan capital known for parks, wine culture and Soviet-era urban heritage.","An affordable capital with green boulevards, wine experiences and a relaxed pace.",55,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1629045951387-6d86eb2aad3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxDaGlzaW5hdXxlbnwwfDB8fHwxNzgxMTg1ODA3fDA&ixlib=rb-4.1.0&q=80&w=1081,Mămăligă,https://live.staticflickr.com/4140/4937446374_8b2fbf7303_b.jpg,placinte,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Placinte.jpg/960px-Placinte.jpg,Moldovan wine,https://commons.wikimedia.org/wiki/Special:FilePath/Moldovan_wine.jpg,63.0,3.2,4.1,1040,Regles de sejour a verifier,Pas de promesse fiscale : rEURsidence et conventions EUR vEURrifier.,3.0,4.2,"Chisinau combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",400,370,190,Verifier les regles de sejour et de travail aupres des autorites officielles.,Source officielle a verifier,
3,7.0,40.0,Chisinau,ville,Moldova,Chișinău Municipality,City,47.0105,28.8638,500000,Moldovan Leu (MDL),Eastern Orthodox,"Mămăligă, placinte, Moldovan wine",Romanian,Été,Low,"Generally safe for tourists, with usual precautions in busy areas","Moldovan capital known for parks, wine culture and Soviet-era urban heritage.","An affordable capital with green boulevards, wine experiences and a relaxed pace.",55,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,1,Été,https://images.unsplash.com/photo-1629045951387-6d86eb2aad3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxDaGlzaW5hdXxlbnwwfDB8fHwxNzgxMTg1ODA3fDA&ixlib=rb-4.1.0&q=80&w=1082,Mămăligă,https://live.staticflickr.com/4140/4937446374_8b2fbf7303_b.jpg,placinte,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Placinte.jpg/960px-Placinte.jpg,Moldovan wine,https://commons.wikimedia.org/wiki/Special:FilePath/Moldovan_wine.jpg,63.0,3.2,4.1,1040,Regles de sejour a verifier,Pas de promesse fiscale : rEURsidence et conventions EUR vEURrifier.,3.0,4.2,"Chisinau combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",400,370,190,Verifier les regles de sejour et de travail aupres des autorites officielles.,Source officielle a verifier,
4,13.0,45.0,Chisinau,ville,Moldova,Chișinău Municipality,City,47.0105,28.8638,500000,Moldovan Leu (MDL),Eastern Orthodox,"Mămăligă, placinte, Moldovan wine",Romanian,Été,Low,"Generally safe for tourists, with usual precautions in busy areas","Moldovan capital known for parks, wine culture and Soviet-era urban heritage.","An affordable capital with green boulevards, wine experiences and a relaxed pace.",55,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1629045951387-6d86eb2aad3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxDaGlzaW5hdXxlbnwwfDB8fHwxNzgxMTg1ODA3fDA&ixlib=rb-4.1.0&q=80&w=1083,Mămăligă,https://live.staticflickr.com/4140/4937446374_8b2fbf7303_b.jpg,placinte,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Placinte.jpg/960px-Placinte.jpg,Moldovan wine,https://commons.wikimedia.org/wiki/Special:FilePath/Moldovan_wine.jpg,63.0,3.2,4.1,1040,Regles de sejour a verifier,Pas de promesse fiscale : rEURsidence et conventions EUR vEURrifier.,3.0,4.2,"Chisinau combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",400,370,190,Verifier les regles de sejour et de travail aupres des autorites officielles.,Source officielle a verifier,
5,18.0,60.0,Chisinau,ville,Moldova,Chișinău Municipality,City,47.0105,28.8638,500000,Moldovan Leu (MDL),Eastern Orthodox,"Mămăligă, placinte, Moldovan wine",Romanian,Été,Low,"Generally safe for tourists, with usual precautions in busy areas","Moldovan capital known for parks, wine culture and Soviet-era urban heritage.","An affordable capital with green boulevards, wine experiences and a relaxed pace.",55,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,1,Été,https://images.unsplash.com/photo-1629045951387-6d86eb2aad3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQ5NTN8MHwxfHNlYXJjaHwxfHxDaGlzaW5hdXxlbnwwfDB8fHwxNzgxMTg1ODA3fDA&ixlib=rb-4.1.0&q=80&w=1084,Mămăligă,https://live.staticflickr.com/4140/4937446374_8b2fbf7303_b.jpg,placinte,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Placinte.jpg/960px-Placinte.jpg,Moldovan wine,https://commons.wikimedia.org/wiki/Special:FilePath/Moldovan_wine.jpg,63.0,3.2,4.1,1040,Regles de sejour a verifier,Pas de promesse fiscale : rEURsidence et conventions EUR vEURrifier.,3.0,4.2,"Chisinau combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",400,370,190,Verifier les regles de sejour et de travail aupres des autorites officielles.,Source officielle a verifier,
